5.693871, 0, 
5.697158, -0.003924012, 
5.70373, -0.01177198, 
5.709494, -0.01497352, 
5.711143, -0.01561332, 
5.712, -0.01574123, 
5.716339, -0.0157671, 
5.721804, -0.01577258, 
5.727874, -0.01577389, 
5.734406, -0.01577413, 
5.741343, -0.01577425, 
5.748644, -0.01577413, 
5.756277, -0.01577401, 
5.764217, -0.01577401, 
5.772435, -0.01577401, 
5.780907, -0.01577395, 
5.789616, -0.01577407, 
5.798544, -0.01577401, 
5.806763, -0.01577401, 
5.814282, -0.01577401, 
5.821165, -0.01577401, 
5.827445, -0.01577401, 
5.833159, -0.01577401, 
5.838345, -0.01577401, 
5.843029, -0.01577401, 
5.847212, -0.01577401, 
5.850923, -0.01577401, 
5.854185, -0.01577401, 
5.857023, -0.01577401, 
5.859459, -0.01577401, 
5.861643, -0.01577401, 
5.863587, -0.01577401, 
5.865296, -0.01577401, 
5.866783, -0.01577401, 
5.868057, -0.01577401, 
5.869127, -0.01577401, 
5.87012, -0.01577401, 
5.871047, -0.01577401, 
5.871916, -0.01577401, 
5.872732, -0.01577401, 
5.873504, -0.01577401, 
5.874238, -0.01577401, 
5.875198, -0.01577401, 
5.876365, -0.01577401, 
5.877718, -0.01577401, 
5.879244, -0.01577401, 
5.880929, -0.01577401, 
5.882875, -0.01577401, 
5.885058, -0.01577401, 
5.887457, -0.01577401, 
5.890053, -0.01577401, 
5.892832, -0.01577401, 
5.895778, -0.01577401, 
5.899061, -0.01577401, 
5.90267, -0.01577401, 
5.906587, -0.01577401, 
5.910793, -0.01577401, 
5.915272, -0.01577401, 
5.920128, -0.01577401, 
5.925339, -0.01577401, 
5.930875, -0.01577401, 
5.936722, -0.01577401, 
5.942855, -0.01577401, 
5.949309, -0.01577401, 
5.956059, -0.01577401, 
5.963083, -0.01577401, 
5.970359, -0.01577401, 
5.977864, -0.01577401, 
5.985577, -0.01577401, 
5.993505, -0.01577401, 
6.00163, -0.01577401, 
6.009924, -0.01577401, 
6.018367, -0.01577401, 
6.026942, -0.01577401, 
6.035627, -0.01577401, 
6.044406, -0.01577401, 
6.05326, -0.01577401, 
6.062174, -0.01577401, 
6.071128, -0.01577401, 
6.080104, -0.01577401, 
6.089098, -0.01577401, 
6.096521, -0.01577401, 
6.103606, -0.01577401, 
6.110169, -0.01577401, 
6.11668, -0.01577401, 
6.123313, -0.01577401, 
6.130114, -0.01577401, 
6.13708, -0.01577401, 
6.14422, -0.01577401, 
6.151526, -0.01577401, 
6.158991, -0.01577401, 
6.166632, -0.01577401, 
6.174438, -0.01577401, 
6.182398, -0.01577401, 
6.190506, -0.01577401, 
6.19875, -0.01577401, 
6.207128, -0.01577401, 
6.215634, -0.01577401, 
6.224259, -0.01577401, 
6.232989, -0.01577401, 
6.241824, -0.01577401, 
6.250753, -0.01577401, 
6.259773, -0.01577401, 
6.268879, -0.01577401, 
6.278069, -0.01577401, 
6.287335, -0.01577401, 
6.296677, -0.01577401, 
6.30608, -0.01577401, 
6.31554, -0.01577401, 
6.325056, -0.01577401, 
6.334625, -0.01577401, 
6.344242, -0.01577401, 
6.353906, -0.01577401, 
6.363606, -0.01577401, 
6.373341, -0.01577401, 
6.383107, -0.01577401, 
6.392903, -0.01577401, 
6.402728, -0.01577401, 
6.412573, -0.01577401, 
6.422435, -0.01577401, 
6.432309, -0.01577401, 
6.442191, -0.01577401, 
6.45208, -0.01577401, 
6.461971, -0.01577401, 
6.471862, -0.01577401, 
6.481744, -0.01577401, 
6.491613, -0.01577401, 
6.501465, -0.01577401, 
6.511301, -0.01577401, 
6.521114, -0.01577401, 
6.530028, -0.01577401, 
6.539797, -0.01577401, 
6.549727, -0.01577401, 
6.5596, -0.01577401, 
6.569392, -0.01577401, 
6.57914, -0.01577401, 
6.588864, -0.01577401, 
6.598547, -0.01577401, 
6.60819, -0.01577401, 
6.617793, -0.01577401, 
6.627353, -0.01577401, 
6.636875, -0.01577401, 
6.644198, -0.01577401, 
6.650692, -0.01577401, 
6.656975, -0.01577401, 
6.663106, -0.01577401, 
6.669025, -0.01577401, 
6.674688, -0.01577401, 
6.6801, -0.01577401, 
6.685273, -0.01577401, 
6.69021, -0.01577401, 
6.694909, -0.01577401, 
6.699369, -0.01577401, 
6.703601, -0.01577401, 
6.707604, -0.01577401, 
6.71138, -0.01577401, 
6.71493, -0.01577401, 
6.718257, -0.01577401, 
6.721364, -0.01577401, 
6.724245, -0.01577401, 
6.726899, -0.01577401, 
6.729326, -0.01577401, 
6.731524, -0.01577401, 
6.733497, -0.01577401, 
6.73525, -0.01577401, 
6.736783, -0.01577401, 
6.738107, -0.01577401, 
6.739223, -0.01577401, 
6.74014, -0.01577401, 
6.740856, -0.01577401, 
6.741354, -0.01577401, 
6.741642, -0.01577401, 
6.741724, -0.01577401, 
6.741608, -0.01577401, 
6.741301, -0.01577401, 
6.740811, -0.01577401, 
6.740141, -0.01577401, 
6.7393, -0.01577401, 
6.73829, -0.01577401, 
6.73712, -0.01577401, 
