5.693871, 0, 0, 0, 0
5.697158, -0.003924012, 1.36, -1.58, 9.53
5.70373, -0.01177198, 2.12, -1.32, 8.2
5.706902, -0.01497352, 3.21, -2.22, 7.11
5.708718, -0.01561332, 3.21, -2.22, 7.11
5.710796, -0.01574123, 3.21, -2.22, 7.11
5.713408, -0.0157671, 3.21, -2.22, 7.11
5.716559, -0.01577258, 3.21, -2.22, 7.11
5.720212, -0.01577389, 3.21, -2.22, 7.11
5.724326, -0.01577413, 3.21, -2.22, 7.11
5.728865, -0.01577425, 3.21, -2.22, 7.11
5.733792, -0.01577413, 3.21, -2.22, 7.11
5.739077, -0.01577401, 3.17, 1.26, 8.97
5.744698, -0.01577401, 3.17, 1.26, 8.97
5.750593, -0.01577401, 3.17, 1.26, 8.97
5.75671, -0.01577395, 3.17, 1.26, 8.97
5.763009, -0.01577407, 3.17, 1.26, 8.97
5.769457, -0.01577401, 2.97, 1.32, 9.11
5.776021, -0.01577401, 2.97, 1.32, 9.11
5.785149, -0.01577401, 2.97, 1.32, 9.11
5.794999, -0.01577401, 2.97, 1.32, 9.11
5.805194, -0.01577401, 2.97, 1.32, 9.11
5.815648, -0.01577401, 2.97, 1.32, 9.11
5.826332, -0.01577401, 2.36, 1.01, 8.55
5.837232, -0.01577401, 2.36, 1.01, 8.55
5.844064, -0.01577401, 2.36, 1.01, 8.55
5.849676, -0.01577401, 2.36, 1.01, 8.55
5.855539, -0.01577401, 2.36, 1.01, 8.55
5.861703, -0.01577401, 2.36, 1.01, 8.55
5.86794, -0.01577401, 2.07, 1.16, 8.79
5.874138, -0.01577401, 2.07, 1.16, 8.79
5.880212, -0.01577401, 2.07, 1.16, 8.79
5.88619, -0.01577401, 2.07, 1.16, 8.79
5.892083, -0.01577401, 2.07, 1.16, 8.79
5.897896, -0.01577401, 2.07, 1.16, 8.79
5.903636, -0.01577401, 1.85, 1.18, 9.21
5.909303, -0.01577401, 1.85, 1.18, 9.21
5.914804, -0.01577401, 1.85, 1.18, 9.21
5.920155, -0.01577401, 1.85, 1.18, 9.21
5.925367, -0.01577401, 1.85, 1.18, 9.21
5.930451, -0.01577401, 1.85, 1.18, 9.21
5.93541, -0.01577401, 1.9, 0.78, 8.63
5.940255, -0.01577401, 1.9, 0.78, 8.63
5.944937, -0.01577401, 1.9, 0.78, 8.63
5.949473, -0.01577401, 1.9, 0.78, 8.63
5.953871, -0.01577401, 1.9, 0.78, 8.63
5.958139, -0.01577401, 2.52, -0.87, 6.95
5.962287, -0.01577401, 2.52, -0.87, 6.95
5.966355, -0.01577401, 2.52, -0.87, 6.95
5.970354, -0.01577401, 2.52, -0.87, 6.95
5.974285, -0.01577401, 2.52, -0.87, 6.95
5.978154, -0.01577401, 2.52, -0.87, 6.95
5.981964, -0.01577401, 0.94, -0.11, 8.52
5.985682, -0.01577401, 0.94, -0.11, 8.52
5.989328, -0.01577401, 0.94, -0.11, 8.52
5.992912, -0.01577401, 0.94, -0.11, 8.52
5.996439, -0.01577401, 0.94, -0.11, 8.52
5.99992, -0.01577401, 0.84, -2.9, 8.76
6.003361, -0.01577401, 0.84, -2.9, 8.76
6.006592, -0.01577401, 0.84, -2.9, 8.76
6.009678, -0.01577401, 0.84, -2.9, 8.76
6.012671, -0.01577401, 0.84, -2.9, 8.76
6.015605, -0.01577401, 1.9, -0.67, 9.26
6.018512, -0.01577401, 1.9, -0.67, 9.26
6.021419, -0.01577401, 1.9, -0.67, 9.26
6.024352, -0.01577401, 1.9, -0.67, 9.26
6.027338, -0.01577401, 1.9, -0.67, 9.26
6.030397, -0.01577401, 1.9, -0.67, 9.26
6.033546, -0.01577401, 1.18, -0.91, 9.02
6.036792, -0.01577401, 1.18, -0.91, 9.02
6.040224, -0.01577401, 1.18, -0.91, 9.02
6.043831, -0.01577401, 1.18, -0.91, 9.02
6.047613, -0.01577401, 1.18, -0.91, 9.02
6.051562, -0.01577401, 1.18, -0.91, 9.02
6.055676, -0.01577401, 1.63, -0.66, 9.17
6.059949, -0.01577401, 1.63, -0.66, 9.17
6.06438, -0.01577401, 1.63, -0.66, 9.17
6.068954, -0.01577401, 1.63, -0.66, 9.17
6.073668, -0.01577401, 1.63, -0.66, 9.17
6.078506, -0.01577401, 1.78, -0.78, 8.88
6.083466, -0.01577401, 1.78, -0.78, 8.88
6.088535, -0.01577401, 1.78, -0.78, 8.88
6.093707, -0.01577401, 1.78, -0.78, 8.88
6.098977, -0.01577401, 1.78, -0.78, 8.88
6.104337, -0.01577401, 1.78, -0.78, 8.88
6.109781, -0.01577401, 1.78, -0.78, 8.88
6.115301, -0.01577401, 1.59, -1.03, 8.6
6.120894, -0.01577401, 1.59, -1.03, 8.6
6.126554, -0.01577401, 1.59, -1.03, 8.6
6.132276, -0.01577401, 1.59, -1.03, 8.6
6.138054, -0.01577401, 1.59, -1.03, 8.6
6.143884, -0.01577401, 1.71, 1.97, 9.58
6.149763, -0.01577401, 1.71, 1.97, 9.58
6.155668, -0.01577401, 1.71, 1.97, 9.58
6.161604, -0.01577401, 1.71, 1.97, 9.58
6.167557, -0.01577401, 1.71, 1.97, 9.58
6.173531, -0.01577401, 0.66, -1.48, 9.34
6.179516, -0.01577401, 0.66, -1.48, 9.34
6.18546, -0.01577401, 0.66, -1.48, 9.34
6.191382, -0.01577401, 0.66, -1.48, 9.34
6.1973, -0.01577401, 0.66, -1.48, 9.34
6.203226, -0.01577401, 0.66, -1.48, 9.34
6.209165, -0.01577401, 1.29, -0.93, 9.27
6.215134, -0.01577401, 1.29, -0.93, 9.27
6.221135, -0.01577401, 1.29, -0.93, 9.27
6.227174, -0.01577401, 1.29, -0.93, 9.27
6.233255, -0.01577401, 1.29, -0.93, 9.27
6.239383, -0.01577401, 1.29, -0.93, 9.27
6.245553, -0.01577401, 1.54, -1.35, 8.93
6.251783, -0.01577401, 1.54, -1.35, 8.93
6.258074, -0.01577401, 1.54, -1.35, 8.93
6.264416, -0.01577401, 1.54, -1.35, 8.93
6.270813, -0.01577401, 1.54, -1.35, 8.93
6.277262, -0.01577401, 1.49, -1.27, 9.06
6.28376, -0.01577401, 1.49, -1.27, 9.06
6.290304, -0.01577401, 1.49, -1.27, 9.06
6.296895, -0.01577401, 1.49, -1.27, 9.06
6.303527, -0.01577401, 1.49, -1.27, 9.06
6.310201, -0.01577401, 1.46, -1.24, 8.99
6.31691, -0.01577401, 1.46, -1.24, 8.99
