5.693871, 0, 0, 0, 0
5.697158, -0.003924012, 0.76, 7.2, 0
5.70373, -0.01177198, -0.42, 0.62, 11.32
5.704193, -0.01497352, 1.44, -0.02, 9.11
5.707267, -0.01561332, 1.44, -0.02, 9.11
5.711424, -0.01574123, 1.44, -0.02, 9.11
5.716362, -0.0157671, 1.44, -0.02, 9.11
5.721987, -0.01577258, 1.44, -0.02, 9.11
5.728262, -0.01577389, 1.44, -0.02, 9.11
5.73516, -0.01577413, 1.44, -0.02, 9.11
5.74266, -0.01577425, 1.44, -0.02, 9.11
5.750741, -0.01577413, 1.44, -0.02, 9.11
5.759385, -0.01577401, 1.03, -0.7, 9.33
5.768417, -0.01577401, 1.03, -0.7, 9.33
5.777849, -0.01577401, 1.03, -0.7, 9.33
5.787678, -0.01577395, 1.03, -0.7, 9.33
5.797903, -0.01577407, 1.03, -0.7, 9.33
5.808519, -0.01577401, 1.03, -0.7, 9.33
5.819528, -0.01577401, 1.37, -1.03, 8.96
5.830917, -0.01577401, 1.37, -1.03, 8.96
5.84268, -0.01577401, 1.37, -1.03, 8.96
5.854818, -0.01577401, 1.37, -1.03, 8.96
5.867328, -0.01577401, 1.37, -1.03, 8.96
5.880203, -0.01577401, 1.29, -0.2, 9.19
5.893439, -0.01577401, 1.29, -0.2, 9.19
5.907038, -0.01577401, 1.29, -0.2, 9.19
5.920996, -0.01577401, 1.29, -0.2, 9.19
5.93531, -0.01577401, 1.29, -0.2, 9.19
5.949977, -0.01577401, 1.38, -1.26, 8.9
5.964991, -0.01577401, 1.38, -1.26, 8.9
5.980338, -0.01577401, 1.38, -1.26, 8.9
5.996012, -0.01577401, 1.38, -1.26, 8.9
6.012004, -0.01577401, 1.38, -1.26, 8.9
6.028304, -0.01577401, 1.38, -1.26, 8.9
6.044906, -0.01577401, 1.13, -1.48, 8.7
6.061793, -0.01577401, 1.13, -1.48, 8.7
6.078952, -0.01577401, 1.13, -1.48, 8.7
6.096376, -0.01577401, 1.13, -1.48, 8.7
6.114054, -0.01577401, 1.13, -1.48, 8.7
6.131975, -0.01577401, 1.13, -1.48, 8.7
6.15013, -0.01577401, 1.29, -1.02, 8.85
6.168507, -0.01577401, 1.29, -1.02, 8.85
6.18711, -0.01577401, 1.29, -1.02, 8.85
6.205921, -0.01577401, 1.29, -1.02, 8.85
6.224923, -0.01577401, 1.29, -1.02, 8.85
6.244097, -0.01577401, 1.29, -1.02, 8.85
6.263429, -0.01577401, 1.23, -0.92, 8.91
6.282896, -0.01577401, 1.23, -0.92, 8.91
6.302474, -0.01577401, 1.23, -0.92, 8.91
6.322153, -0.01577401, 1.23, -0.92, 8.91
6.34191, -0.01577401, 1.23, -0.92, 8.91
6.361732, -0.01577401, 1.39, -0.9, 8.98
6.381607, -0.01577401, 1.39, -0.9, 8.98
6.401522, -0.01577401, 1.39, -0.9, 8.98
6.421464, -0.01577401, 1.39, -0.9, 8.98
6.441419, -0.01577401, 1.39, -0.9, 8.98
6.461375, -0.01577401, 1.39, -0.9, 8.98
6.481313, -0.01577401, 1.35, -0.86, 8.91
6.501223, -0.01577401, 1.35, -0.86, 8.91
6.521092, -0.01577401, 1.35, -0.86, 8.91
6.540906, -0.01577401, 1.35, -0.86, 8.91
6.560651, -0.01577401, 1.35, -0.86, 8.91
6.580313, -0.01577401, 1.35, -0.86, 8.91
6.599878, -0.01577401, 1.35, -0.95, 9.07
6.619345, -0.01577401, 1.35, -0.95, 9.07
6.638699, -0.01577401, 1.35, -0.95, 9.07
6.657922, -0.01577401, 1.35, -0.95, 9.07
6.677001, -0.01577401, 1.35, -0.95, 9.07
6.695919, -0.01577401, 1.35, -0.95, 9.07
6.714667, -0.01577401, 1.6, -0.98, 8.93
6.733229, -0.01577401, 1.6, -0.98, 8.93
6.751598, -0.01577401, 1.6, -0.98, 8.93
6.76976, -0.01577401, 1.6, -0.98, 8.93
6.787706, -0.01577401, 1.11, -1.01, 8.68
6.805421, -0.01577401, 1.11, -1.01, 8.68
6.822894, -0.01577401, 1.11, -1.01, 8.68
6.840115, -0.01577401, 1.11, -1.01, 8.68
6.857075, -0.01577401, 1.11, -1.01, 8.68
6.873763, -0.01577401, 1.11, -1.01, 8.68
6.890173, -0.01577401, 1.48, -0.93, 8.87
6.906299, -0.01577401, 1.48, -0.93, 8.87
6.92089, -0.01577401, 1.48, -0.93, 8.87
6.935153, -0.01577401, 1.48, -0.93, 8.87
6.948855, -0.01577401, 1.48, -0.93, 8.87
6.962265, -0.01577401, 1.48, -0.93, 8.87
6.97545, -0.01577401, 1.22, -0.89, 8.94
6.988488, -0.01577401, 1.22, -0.89, 8.94
7.001391, -0.01577401, 1.22, -0.89, 8.94
7.014159, -0.01577401, 1.22, -0.89, 8.94
7.026793, -0.01577401, 1.22, -0.89, 8.94
7.039289, -0.01577401, 1.31, -0.85, 9
7.051694, -0.01577401, 1.31, -0.85, 9
7.064131, -0.01577401, 1.31, -0.85, 9
7.07636, -0.01577401, 1.31, -0.85, 9
7.088336, -0.01577401, 1.31, -0.85, 9
